"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
10666,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",11,1,1,119,6.1,NA,"MORREV","Morrisonia evicta",1,NA,"Noctuidae","Morrisonia","evicta","no","",22.55,85,4,"0399",""
10667,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",11,2,2,77,9.2,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,NA,""
10668,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",11,3,3,99,11.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10669,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",11,4,4,49,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10670,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",11,5,5,51,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10671,2019,2019-06-22,"BB","BBS",26.943,"small",0.751,1.5,0.762,1.479,"no",0.165,"BB_BBS_3_CP4","S",41.767078,-72.122559,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,2,5,109,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10672,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP1","NE",41.742229,-72.132706,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,57,7.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10673,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP2","NW",41.742168,-72.132629,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",2,1,1,NA,NA,7,"ECTRCR","Ectropis crepuscularia",1,NA,"Geometridae","Ectropis","crepuscularia","no","no",207.79,27,14,"0351",""
10674,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP2","NW",41.742168,-72.132629,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",2,1,2,NA,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10675,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP2","NW",41.742168,-72.132629,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",2,2,3,45,11.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely CARTO, not CARGL (JGM)"
10676,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP2","NW",41.742168,-72.132629,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",2,2,4,59,9.7,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Likely CARTO, not CARGL (JGM)"
10677,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP2","NW",41.742168,-72.132629,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",2,2,5,35,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely CARTO, not CARGL (JGM)"
10678,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP4","NE",41.742157,-72.132721,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,142,14.1,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10679,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_2_CP4","NE",41.742157,-72.132721,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,2,99,9.9,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"lost in field"
10680,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP2","SW",41.742123,-72.132118,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,209,18.5,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 lost in field"
10681,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP2","SW",41.742123,-72.132118,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",1,1,1,NA,NA,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10682,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,1,72,6,NA,"MALADI","Malacosoma disstria",1,NA,"Lasiocampidae","Malacosoma","disstria","no","no",199.53,111,20,NA,"Plant ID written as CASDI on data sheet"
10683,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,2,121,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10684,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,3,109,10.5,NA,"ENNOSU","Ennomos subsignaria",1,NA,"Geometridae","Ennomos","subsignaria","no","no",191.18,92,18,NA,""
10685,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,3,109,10.5,NA,"MORRCO","Morrisonia confusa",1,NA,"Noctuidae","Morrisonia","confusa","no","no",202.23,129,26,NA,""
10686,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,3,109,10.5,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10687,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP4","SE",41.742081,-72.13237,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,4,115,6.7,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10688,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",3,1,1,103,9.8,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"lost in field"
10689,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",3,1,2,86,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10690,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",3,1,3,145,11.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10691,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",3,2,4,143,11,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10692,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",3,3,5,104,7.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10693,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",6,1,1,62,5.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10694,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",6,2,2,59,4.7,NA,"CENODF","Cenopis directana-ferreana BOLD:AAB7926",1,NA,"Tortricidae","Cenopis","directana-ferreana","yes","no",235.55,4,4,"0356",""
10695,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",6,3,3,53,5.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10696,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",6,4,4,70,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10697,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP3","E",41.742447,-72.132515,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",6,5,5,104,10.4,NA,"ORTHRU","Orthosia rubescens",1,NA,"Noctuidae","Orthosia","rubescens","no","no",221.96,141,22,"0359","rubescens, questionable ID"
10698,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP4","E",41.742558,-72.132507,"QUEMO","Quercus montana","Fagaceae","Quercus","montana",1,1,1,124,14.6,NA,"LYMADI","Lymantria dispar",6,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10699,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP4","E",41.742558,-72.132507,"QUEMO","Quercus montana","Fagaceae","Quercus","montana",1,1,2,98,10.5,NA,"LYMADI","Lymantria dispar",7,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10700,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP4","E",41.742558,-72.132507,"QUEMO","Quercus montana","Fagaceae","Quercus","montana",1,1,3,78,10.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10701,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,NA,NA,18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10702,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP2","W",41.742447,-72.132446,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,2,NA,NA,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10703,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,1,1,60,9.6,NA,"ELAPVE","Elaphria versicolor",1,NA,"Noctuidae","Elaphria","versicolor","no","",0,2,1,NA,"about 10 plant abundance"
10704,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,2,2,143,9.1,NA,"MORREV","Morrisonia evicta",1,NA,"Noctuidae","Morrisonia","evicta","no","",22.55,85,4,NA,""
10705,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,2,3,91,9.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10706,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,3,4,114,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10707,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,4,5,97,9.1,NA,"ACLECO","Acleris comandrana",1,NA,"Tortricidae","Acleris","comandrana","yes","",0,1,1,"0227",""
10708,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",10,4,5,97,9.1,NA,"MORREV","Morrisonia evicta",1,NA,"Noctuidae","Morrisonia","evicta","no","",22.55,85,4,NA,""
10709,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",1,1,1,53,4.4,NA,"CROCNO","Crocigrapha normani",1,NA,"Noctuidae","Crocigrapha","normani","no","no",230.76,70,21,NA,""
10710,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",1,1,1,53,4.4,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10711,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_4_CP1","SW",41.742165,-72.132248,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,143,10.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10712,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",5,1,1,94,8.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10713,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",5,2,2,78,7.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10714,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",5,3,3,68,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10715,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",5,4,4,65,7.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10716,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"GAYBA","Gaylussacia baccata","Ericaceae","Gaylussacia","baccata",5,5,5,56,5.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10717,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"AMEXX","Amelanchier","Rosaceae","Amelanchier","",1,1,1,120,6.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10718,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"AMEXX","Amelanchier","Rosaceae","Amelanchier","",1,1,2,77,3.9,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10719,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"AMEXX","Amelanchier","Rosaceae","Amelanchier","",1,1,3,75,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10720,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",8,1,1,82,9.5,NA,"ELAPVE","Elaphria versicolor",1,NA,"Noctuidae","Elaphria","versicolor","no","",0,2,1,NA,""
10721,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",8,2,2,90,10.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10722,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",8,3,3,82,7.5,NA,"MORREV","Morrisonia evicta",1,NA,"Noctuidae","Morrisonia","evicta","no","",22.55,85,4,NA,""
10723,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",8,4,4,100,8.6,NA,"ZALEAE","Zale aeruginosa",1,NA,"Erebidae","Zale","aeruginosa","no","no",0,1,1,"0232","Questionable ID"
10724,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",8,5,5,61,5.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10725,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,163,12.6,NA,"SPERPU","Speranza pustularia",1,NA,"Geometridae","Speranza","pustularia","no","yes",0,158,1,NA,""
10726,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,163,12.6,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
10727,2019,2019-06-22,"BB","BBL",388.81,"large",0.71,1.809,0.959,0.218,"yes",0.14,"BB_BBL_3_CP1","S",41.742523,-72.132355,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,163,12.6,NA,"HIMEFI","Himella fidelis",1,NA,"Noctuidae","Himella","fidelis","no","no",175.03,84,16,NA,""
10728,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",5,1,1,72,5.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum dilatatum"
10729,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",5,2,2,122,7.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as VIBDE (JGM)"
10730,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",5,3,3,75,7.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as VIBDE (JGM)"
10731,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",5,4,4,93,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as VIBDE (JGM)"
10732,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",5,4,5,62,3.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as VIBDE (JGM)"
10733,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"FRAAM","Fraxinus americana","Oleaceae","Fraxinus","americana",2,1,1,NA,NA,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10734,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"FRAAM","Fraxinus americana","Oleaceae","Fraxinus","americana",2,2,2,NA,NA,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10735,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",5,1,1,97,7.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10736,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",5,2,2,62,6.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10737,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",5,3,3,98,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10738,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",5,3,4,94,7.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10739,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",5,4,5,111,9.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10740,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"CELOR","Celastrus orbiculatus","Celastraceae","Celastrus","orbiculatus",2,1,1,108,5.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10741,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"CELOR","Celastrus orbiculatus","Celastraceae","Celastrus","orbiculatus",2,1,2,108,4.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10742,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"CELOR","Celastrus orbiculatus","Celastraceae","Celastrus","orbiculatus",2,2,3,55,3.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
